table	path	type	description
table	src/schema/table.tsv	table	All of the tables in this project
column	src/schema/column.tsv	column	Columns for all of the tables
datatype	src/schema/datatype.tsv	datatype	Datatypes for all of the columns
message	src/schema/message.tsv		Error messages for all tables
penguin	src/data/penguin.tsv		Penguin measurement data
